Age,Workclass,Fnlwgt,Education,Education.Num,Marital.Status,Occupation,Relationship,Race,Sex,Capital.Gain,Capital.Loss,Hours.Per.Week,Native.Country,Income
17,Private,"238,628",11th,7,Never-married,Other-service,Own-child,White,Female,0,0.00,5,United-States,<=50K
17,Private,"239,346",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,18,United-States,<=50K
17,Private,"239,947",11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,Private,"240,143",11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0.00,30,United-States,<=50K
17,Private,"24,090",HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0.00,35,United-States,<=50K
17,Private,"241,185",12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"242,718",11th,7,Never-married,Sales,Own-child,White,Male,0,0.00,12,United-States,<=50K
17,Private,"242,773",11th,7,Never-married,Other-service,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"244,523",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"244,589",11th,7,Never-married,Sales,Own-child,White,Female,0,0.00,40,United-States,<=50K
17,Private,"244,602",12th,8,Never-married,Other-service,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Private,"245,918",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,12,United-States,<=50K
17,Private,"25,051",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,16,United-States,<=50K
17,Private,"250,541",10th,6,Never-married,Other-service,Own-child,Black,Male,0,0.00,20,United-States,<=50K
17,Private,"25,690",10th,6,Never-married,Other-service,Own-child,White,Female,0,0.00,10,United-States,<=50K
17,Private,"260,797",10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,0,0.00,23,United-States,<=50K
17,Private,"262,511",11th,7,Never-married,Sales,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"263,746",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,24,United-States,<=50K
17,Private,"265,657",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,25,United-States,<=50K
17,Private,"266,072",10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0.00,20,El-Salvador,<=50K
17,Private,"266,134",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,12,United-States,<=50K
17,Private,"268,276",12th,8,Never-married,Other-service,Own-child,White,Male,0,0.00,12,United-States,<=50K
17,Private,"27,032",10th,6,Never-married,Sales,Own-child,White,Female,0,0.00,12,United-States,<=50K
17,Private,"270,587",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,20,England,<=50K
17,Private,"270,942",5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0.00,48,Mexico,<=50K
17,Private,"270,942",HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0.00,35,Mexico,<=50K
17,Private,"271,122",12th,8,Never-married,Other-service,Own-child,White,Female,0,0.00,16,United-States,<=50K
17,Private,"271,837",Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0.00,16,United-States,<=50K
17,Private,"27,415",11th,7,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0.00,20,United-States,<=50K
17,Private,"275,051",11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,8,United-States,<=50K
17,Private,"276,718",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"277,112",11th,7,Never-married,Sales,Own-child,White,Male,0,0.00,30,United-States,<=50K
17,Private,"277,541",11th,7,Never-married,Sales,Own-child,White,Male,0,0.00,5,United-States,<=50K
17,Private,"277,583",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Private,"28,031",9th,5,Never-married,Other-service,Own-child,White,Male,0,0.00,16,United-States,<=50K
17,Private,"285,169",11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0.00,40,United-States,<=50K
17,Private,"286,960",11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,Private,"287,160",11th,7,Never-married,Other-service,Own-child,White,Female,0,0.00,15,United-States,<=50K
17,Private,"289,405",11th,7,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0.00,12,United-States,<=50K
17,Private,"293,440",11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,15,United-States,<=50K
17,Private,"294,485",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,30,United-States,<=50K
17,Private,"295,308",11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"295,488",11th,7,Never-married,Other-service,Own-child,Black,Female,0,0.00,25,United-States,<=50K
17,Private,"29,571",12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Private,"295,991",10th,6,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"297,246",11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0.00,9,United-States,<=50K
17,Private,"309,504",10th,6,Never-married,Sales,Unmarried,White,Female,0,0.00,24,United-States,<=50K
17,Private,"31,007",10th,6,Never-married,Other-service,Own-child,White,Female,0,0.00,30,United-States,<=50K
17,Private,"311,907",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,25,United-States,<=50K
17,Private,"316,929",12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"317,681",11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0.00,10,United-States,<=50K
17,Private,"317,702",10th,6,Never-married,Sales,Own-child,Black,Female,0,0.00,15,United-States,<=50K
17,Private,"317,702",9th,5,Never-married,Other-service,Own-child,Black,Female,0,0.00,40,United-States,<=50K
17,Private,"321,880",10th,6,Never-married,Other-service,Own-child,Black,Male,0,0.00,15,United-States,<=50K
17,Private,"32,607",10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"327,127",11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"327,434",10th,6,Never-married,Sales,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"32,763",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Private,"329,783",10th,6,Never-married,Sales,Other-relative,White,Female,0,0.00,10,United-States,<=50K
17,Private,"33,138",12th,8,Never-married,Sales,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,Private,"331,552",12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,30,United-States,<=50K
17,Private,"34,019",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"340,557",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,25,United-States,<=50K
17,Private,"342,752",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"342,752",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Private,"345,403",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,Private,"347,322",10th,6,Never-married,Sales,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"350,995",12th,8,Never-married,Other-service,Own-child,White,Male,0,0.00,16,United-States,<=50K
17,Private,"354,201",HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,Private,"365,613",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,10,Canada,<=50K
17,Private,"368,700",11th,7,Never-married,Sales,Own-child,White,Male,0,0.00,28,United-States,<=50K
17,Private,"36,877",10th,6,Never-married,Sales,Own-child,White,Female,0,0.00,10,United-States,<=50K
17,Private,"369,909",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"375,657",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,30,United-States,<=50K
17,Private,"38,611",11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,23,United-States,<=50K
17,Private,"394,176",10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"400,225",11th,7,Never-married,Sales,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"401,198",11th,7,Never-married,Sales,Own-child,White,Female,0,0.00,15,United-States,<=50K
17,Private,"413,557",11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,32,United-States,<=50K
17,Private,"41,865",10th,6,Never-married,Other-service,Own-child,White,Female,0,0.00,25,United-States,<=50K
17,Private,"41,979",10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,Private,"438,996",10th,6,Never-married,Other-service,Other-relative,White,Male,0,0.00,40,Mexico,<=50K
17,Private,"452,406",11th,7,Never-married,Sales,Own-child,Black,Female,0,0.00,15,United-States,<=50K
17,Private,"46,402",7th-8th,4,Never-married,Sales,Own-child,White,Male,0,0.00,8,United-States,<=50K
17,Private,"46,496",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,5,United-States,<=50K
17,Private,"47,199",11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0.00,24,United-States,<=50K
17,Private,"47,425",11th,7,Never-married,Other-service,Own-child,White,Female,0,0.00,15,United-States,<=50K
17,Private,"47,771",11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"48,610",11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,45,United-States,<=50K
17,Private,"51,939",11th,7,Never-married,Sales,Own-child,White,Female,0,0.00,15,United-States,<=50K
17,Private,"52,486",11th,7,Never-married,Other-service,Own-child,White,Female,0,0.00,12,United-States,<=50K
17,Private,"52,967",10th,6,Never-married,Other-service,Own-child,White,Female,0,0.00,6,United-States,<=50K
17,Private,"53,367",9th,5,Never-married,Other-service,Own-child,White,Female,0,0.00,35,United-States,<=50K
17,Private,"53,611",12th,8,Never-married,Other-service,Own-child,White,Female,0,0.00,6,United-States,<=50K
17,Private,"54,257",11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"56,536",11th,7,Never-married,Sales,Own-child,White,Female,"1,055",0.00,18,India,<=50K
17,Private,"566,049",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,8,United-States,<=50K
17,Private,"56,986",12th,8,Never-married,Sales,Own-child,White,Female,0,0.00,18,United-States,<=50K
17,Private,"57,324",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,30,United-States,<=50K
17,Private,"57,723",11th,7,Never-married,Sales,Own-child,White,Male,0,0.00,30,United-States,<=50K
17,Private,"60,562",9th,5,Never-married,Other-service,Own-child,White,Female,0,0.00,20,United-States,<=50K
17,Private,"63,734",10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"65,368",11th,7,Never-married,Sales,Own-child,White,Female,0,0.00,12,United-States,<=50K
17,Private,"70,868",11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0.00,16,United-States,<=50K
17,Private,"721,712",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Private,"72,321",11th,7,Never-married,Other-service,Other-relative,White,Female,0,0.00,12,United-States,<=50K
17,Private,"73,145",9th,5,Never-married,Craft-repair,Own-child,White,Female,0,0.00,16,United-States,<=50K
17,Private,"73,338",11th,7,Never-married,Sales,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Private,"75,333",10th,6,Never-married,Sales,Own-child,Black,Female,0,0.00,24,United-States,<=50K
17,Private,"78,602",11th,7,Never-married,Other-service,Other-relative,White,Female,0,0.00,20,United-States,<=50K
17,Private,"79,682",10th,6,Never-married,Priv-house-serv,Other-relative,White,Male,0,0.00,30,United-States,<=50K
17,Private,"82,041",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,40,Canada,<=50K
17,Private,"89,821",11th,7,Never-married,Other-service,Own-child,White,Male,0,0.00,10,United-States,<=50K
17,Private,"93,235",12th,8,Never-married,Other-service,Own-child,White,Female,0,"1,721.00",25,United-States,<=50K
17,Private,"95,446",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Private,"95,799",11th,7,Never-married,Sales,Own-child,White,Female,0,0.00,18,United-States,<=50K
17,Private,"95,909",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,12,United-States,<=50K
17,Private,"96,282",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,14,United-States,<=50K
17,Private,"98,005",11th,7,Never-married,Sales,Own-child,White,Female,0,0.00,16,United-States,<=50K
17,Private,"98,675",9th,5,Never-married,Other-service,Unmarried,White,Female,0,0.00,20,United-States,<=50K
17,Private,"99,161",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,8,United-States,<=50K
17,Private,"99,175",11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0.00,20,United-States,<=50K
17,Private,"99,462",11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0.00,20,United-States,<=50K
17,Self-emp-inc,"143,034",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,4,United-States,<=50K
17,Self-emp-inc,"181,608",10th,6,Never-married,Sales,Own-child,White,Male,0,0.00,12,United-States,<=50K
17,Self-emp-inc,"183,784",10th,6,Never-married,Sales,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Self-emp-inc,"254,859",11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Self-emp-inc,"325,171",10th,6,Never-married,Other-service,Own-child,Black,Male,0,0.00,35,United-States,<=50K
17,Self-emp-inc,"413,557",9th,5,Never-married,Sales,Own-child,White,Female,0,0.00,40,United-States,<=50K
17,Self-emp-inc,"61,838",10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,Self-emp-not-inc,"174,120",12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,15,United-States,<=50K
17,Self-emp-not-inc,"181,317",10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,35,United-States,<=50K
17,Self-emp-not-inc,"228,786",10th,6,Never-married,Other-service,Own-child,White,Female,0,0.00,24,United-States,<=50K
17,Self-emp-not-inc,"36,218",11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,20,United-States,<=50K
17,Self-emp-not-inc,"368,700",11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,10,United-States,<=50K
17,Self-emp-not-inc,"60,116",10th,6,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,10,United-States,<=50K
17,State-gov,"117,906",10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,40,United-States,<=50K
17,State-gov,"179,319",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,30,United-States,<=50K
18,Federal-gov,"101,709",11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0.00,15,Philippines,<=50K
18,Federal-gov,"201,686",11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0.00,4,United-States,<=50K
18,Federal-gov,"280,728",Some-college,10,Never-married,Sales,Own-child,White,Female,0,0.00,32,United-States,<=50K
18,Local-gov,"134,935",12th,8,Never-married,Protective-serv,Own-child,White,Male,0,0.00,40,United-States,<=50K
18,Local-gov,"146,586",HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0.00,60,United-States,<=50K
18,Local-gov,"152,171",11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0.00,10,United-States,<=50K
18,Local-gov,"152,182",10th,6,Never-married,Protective-serv,Own-child,White,Female,0,0.00,6,United-States,<=50K
18,Local-gov,"153,405",11th,7,Never-married,Adm-clerical,Other-relative,White,Female,0,0.00,25,United-States,<=50K
18,Local-gov,"155,905",Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0.00,60,United-States,<=50K
18,Local-gov,"159,032",7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,40,United-States,<=50K
18,Local-gov,"36,411",12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,30,United-States,<=50K
18,Local-gov,"466,325",11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,12,United-States,<=50K
18,Local-gov,"55,658",10th,6,Never-married,Other-service,Own-child,White,Male,0,0.00,25,United-States,<=50K
18,N/A,"113,185",11th,7,Never-married,N/A,Own-child,White,Male,0,0.00,25,United-States,<=50K
18,N/A,"115,258",11th,7,Never-married,N/A,Own-child,White,Male,0,0.00,12,United-States,<=50K
18,N/A,"118,847",HS-grad,9,Never-married,N/A,Own-child,White,Female,0,0.00,24,United-States,<=50K
18,N/A,"120,243",11th,7,Never-married,N/A,Own-child,White,Male,0,0.00,27,United-States,<=50K
18,N/A,"126,154",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
18,N/A,"127,388",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
18,N/A,"128,538",HS-grad,9,Never-married,N/A,Own-child,White,Female,0,0.00,20,United-States,<=50K
18,N/A,"128,538",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,6,United-States,<=50K
18,N/A,"137,363",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,30,United-States,<=50K
18,N/A,"137,363",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,4,United-States,<=50K
18,N/A,"139,003",HS-grad,9,Never-married,N/A,Other-relative,Other,Female,0,0.00,12,United-States,<=50K
18,N/A,"151,463",11th,7,Never-married,N/A,Other-relative,White,Male,0,0.00,7,United-States,<=50K
18,N/A,"152,641",10th,6,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
18,N/A,"156,608",11th,7,Never-married,N/A,Own-child,White,Female,0,0.00,25,United-States,<=50K
18,N/A,"157,131",HS-grad,9,Never-married,N/A,Own-child,White,Female,0,0.00,12,United-States,<=50K
18,N/A,"163,085",HS-grad,9,Separated,N/A,Own-child,White,Male,0,0.00,20,United-States,<=50K
18,N/A,"163,788",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
18,N/A,"165,532",12th,8,Never-married,N/A,Own-child,White,Male,0,0.00,25,United-States,<=50K
18,N/A,"169,882",Some-college,10,Never-married,N/A,Own-child,White,Female,594,0.00,15,United-States,<=50K
18,N/A,"171,088",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
